claim_id,policy_number,policyholder_name,claim_date,incident_date,incident_type,claim_amount,approved_amount,status,adjuster_name,fraud_flag,fraud_score,region,policy_type,deductible,settlement_date,processing_days
CLM-0169,POL-768933,Customer_0169,2025-04-18,2025-04-04,Natural Disaster,311681.75,260170.79,Approved,James Wilson,True,0.96,East,Property,1000,2025-05-19,31
CLM-0170,POL-600641,Customer_0170,2024-08-24,2024-08-23,Theft,34378.41,22517.41,Approved,James Wilson,False,0.37,East,Life,0,2024-10-26,63
CLM-0171,POL-283568,Customer_0171,2025-04-26,2025-04-21,Medical Claim,35216.92,0.0,Pending,Lisa Anderson,False,0.38,North,Auto,1500,,30
CLM-0172,POL-732063,Customer_0172,2025-01-11,2024-12-28,Auto Collision,70372.44,0.0,Denied,Michael Chen,False,0.01,West,Life,0,2025-03-27,75
CLM-0173,POL-270387,Customer_0173,2025-06-13,2025-06-09,Theft,44573.74,29136.96,Settled,Robert Taylor,False,0.33,Central,Liability,2000,2025-07-28,45
CLM-0174,POL-525187,Customer_0174,2025-04-01,2025-03-21,Property Damage,144106.4,0.0,Under Review,Lisa Anderson,False,0.34,North,Health,250,,29
CLM-0175,POL-502206,Customer_0175,2025-12-15,2025-12-10,Auto Collision,73663.02,0.0,Denied,James Wilson,False,0.11,West,Auto,1000,2026-01-20,36
CLM-0176,POL-165142,Customer_0176,2025-10-13,2025-10-01,Medical Claim,108570.94,0.0,Pending,Michael Chen,False,0.15,East,Health,250,,8
CLM-0177,POL-601410,Customer_0177,2025-10-24,2025-10-20,Property Damage,174121.14,0.0,Under Review,Priya Patel,False,0.1,West,Liability,2000,,5
CLM-0178,POL-925618,Customer_0178,2025-10-20,2025-10-09,Natural Disaster,457270.48,0.0,Pending,Michael Chen,False,0.28,East,Life,0,,20
CLM-0179,POL-257131,Customer_0179,2025-12-28,2025-12-21,Natural Disaster,64982.31,0.0,Pending,Priya Patel,False,0.09,East,Auto,1500,,18
CLM-0180,POL-575458,Customer_0180,2025-06-14,2025-06-01,Natural Disaster,361289.8,0.0,Denied,Priya Patel,False,0.21,West,Auto,1000,2025-06-24,10
CLM-0181,POL-103161,Customer_0181,2025-12-14,2025-12-08,Theft,23656.54,0.0,Pending,James Wilson,False,0.16,Central,Auto,1000,,27
CLM-0182,POL-528728,Customer_0182,2024-09-13,2024-09-13,Theft,49712.06,0.0,Pending,Priya Patel,False,0.19,East,Auto,500,,10
CLM-0183,POL-665497,Customer_0183,2024-11-28,2024-11-16,Liability,92464.74,89399.17,Settled,Priya Patel,False,0.28,West,Health,500,2025-02-23,87
CLM-0184,POL-585494,Customer_0184,2025-06-23,2025-06-22,Property Damage,36200.04,0.0,Pending,Aisha Mohammed,False,0.3,Central,Life,0,,10
CLM-0185,POL-539605,Customer_0185,2025-09-16,2025-09-08,Theft,17961.83,12757.57,Settled,Thomas Brown,False,0.02,South,Property,5000,2025-12-12,87
CLM-0186,POL-876513,Customer_0186,2024-07-20,2024-07-17,Property Damage,13226.19,0.0,Pending,Sarah Johnson,False,0.35,North,Auto,1500,,8
CLM-0187,POL-705526,Customer_0187,2025-08-23,2025-08-16,Property Damage,39333.22,39230.69,Approved,Thomas Brown,False,0.3,Central,Property,1000,2025-10-05,43
CLM-0188,POL-756401,Customer_0188,2025-05-28,2025-05-25,Medical Claim,62327.25,0.0,Denied,Lisa Anderson,True,0.97,South,Liability,2000,2025-06-22,25
CLM-0189,POL-664058,Customer_0189,2025-11-20,2025-11-20,Medical Claim,104598.11,0.0,Under Review,Robert Taylor,False,0.16,West,Liability,2000,,25
CLM-0190,POL-367382,Customer_0190,2025-03-17,2025-03-04,Property Damage,229111.59,189006.61,Settled,James Wilson,False,0.06,East,Property,2500,2025-04-20,34
CLM-0191,POL-141468,Customer_0191,2025-06-14,2025-06-04,Auto Collision,41101.39,38296.73,Approved,Michael Chen,False,0.27,West,Health,250,2025-09-02,80
CLM-0192,POL-299254,Customer_0192,2025-01-21,2025-01-09,Fire Damage,199566.77,0.0,Denied,Michael Chen,False,0.36,Central,Liability,2000,2025-02-20,30
CLM-0193,POL-423404,Customer_0193,2025-11-17,2025-11-03,Property Damage,229205.98,188139.54,Settled,Maria Garcia,False,0.22,Central,Property,2500,2026-01-04,48
CLM-0194,POL-332022,Customer_0194,2025-07-12,2025-07-04,Theft,38319.82,27900.4,Settled,Priya Patel,False,0.17,West,Auto,500,2025-09-25,75
CLM-0195,POL-677390,Customer_0195,2024-07-21,2024-07-17,Natural Disaster,154644.22,104922.5,Settled,David Kim,False,0.34,Central,Liability,1000,2024-09-25,66
CLM-0196,POL-668471,Customer_0196,2025-04-02,2025-03-21,Fire Damage,79769.95,73228.03,Settled,Sarah Johnson,False,0.22,West,Life,0,2025-04-28,26
CLM-0197,POL-630299,Customer_0197,2025-12-19,2025-12-19,Fire Damage,173771.01,162826.54,Approved,Robert Taylor,True,0.7,North,Auto,500,2026-01-18,30
CLM-0198,POL-661762,Customer_0198,2025-07-18,2025-07-18,Natural Disaster,17708.57,14395.03,Settled,Maria Garcia,True,0.83,Central,Life,0,2025-08-25,38
CLM-0199,POL-380310,Customer_0199,2024-07-26,2024-07-18,Fire Damage,368448.81,298352.96,Approved,Lisa Anderson,False,0.22,West,Property,1000,2024-09-12,48
CLM-0200,POL-785491,Customer_0200,2024-09-24,2024-09-19,Theft,49521.42,0.0,Denied,Sarah Johnson,False,0.33,West,Liability,1000,2024-10-07,13
CLM-0201,POL-922478,Customer_0201,2024-10-10,2024-10-04,Theft,3749.63,2263.95,Settled,David Kim,False,0.34,West,Liability,1000,2025-01-03,85
CLM-0202,POL-177959,Customer_0202,2024-10-20,2024-10-06,Natural Disaster,451623.75,0.0,Denied,Maria Garcia,False,0.2,North,Property,5000,2024-10-28,8
CLM-0203,POL-270341,Customer_0203,2024-08-05,2024-08-03,Fire Damage,241008.9,0.0,Denied,Thomas Brown,False,0.37,East,Auto,1500,2024-09-15,41
CLM-0204,POL-625119,Customer_0204,2025-03-13,2025-03-04,Fire Damage,162780.79,0.0,Under Review,David Kim,False,0.28,West,Liability,1000,,3
CLM-0205,POL-442230,Customer_0205,2024-08-25,2024-08-24,Theft,30653.27,0.0,Under Review,Sarah Johnson,False,0.16,South,Auto,1500,,25
CLM-0206,POL-498535,Customer_0206,2025-04-18,2025-04-06,Theft,28098.85,0.0,Under Review,Michael Chen,False,0.28,West,Property,2500,,22
CLM-0207,POL-432061,Customer_0207,2025-05-11,2025-04-29,Property Damage,42784.14,0.0,Under Review,David Kim,False,0.07,North,Auto,1500,,13
CLM-0208,POL-684041,Customer_0208,2024-10-19,2024-10-18,Auto Collision,57578.29,0.0,Under Review,Aisha Mohammed,False,0.08,East,Life,0,,15
CLM-0209,POL-112940,Customer_0209,2025-12-13,2025-12-07,Auto Collision,42458.05,0.0,Under Review,Maria Garcia,False,0.14,North,Auto,1500,,13
CLM-0210,POL-415759,Customer_0210,2025-09-03,2025-08-28,Fire Damage,235204.77,0.0,Denied,Maria Garcia,False,0.08,North,Liability,1000,2025-10-10,37
CLM-0211,POL-855917,Customer_0211,2025-11-19,2025-11-17,Auto Collision,32740.47,0.0,Under Review,Robert Taylor,False,0.15,South,Life,0,,8
CLM-0212,POL-450996,Customer_0212,2025-01-24,2025-01-17,Auto Collision,71264.11,52228.53,Approved,Lisa Anderson,False,0.35,South,Health,1000,2025-03-24,59
CLM-0213,POL-703853,Customer_0213,2024-11-21,2024-11-17,Medical Claim,47470.4,46797.74,Settled,James Wilson,False,0.28,Central,Property,2500,2025-01-25,65
CLM-0214,POL-862538,Customer_0214,2025-06-05,2025-05-30,Medical Claim,139844.04,95082.76,Approved,Robert Taylor,False,0.31,West,Health,1000,2025-06-11,6
CLM-0215,POL-927406,Customer_0215,2025-02-07,2025-01-31,Fire Damage,274096.4,179717.24,Settled,Lisa Anderson,False,0.27,East,Auto,1000,2025-04-05,57
CLM-0216,POL-835716,Customer_0216,2024-09-21,2024-09-14,Natural Disaster,271840.03,263521.26,Settled,Aisha Mohammed,False,0.32,West,Liability,2000,2024-11-09,49
CLM-0217,POL-519029,Customer_0217,2024-09-27,2024-09-26,Fire Damage,264094.94,0.0,Denied,David Kim,False,0.26,South,Health,250,2024-12-21,85
CLM-0218,POL-567432,Customer_0218,2025-09-15,2025-09-14,Auto Collision,39279.37,0.0,Denied,David Kim,False,0.28,North,Health,1000,2025-10-16,31
CLM-0219,POL-221707,Customer_0219,2025-08-12,2025-08-05,Fire Damage,147812.44,0.0,Denied,Priya Patel,False,0.13,Central,Liability,1000,2025-08-25,13
CLM-0220,POL-434400,Customer_0220,2025-06-26,2025-06-22,Medical Claim,72697.44,0.0,Pending,Michael Chen,False,0.29,West,Property,2500,,15
CLM-0221,POL-355761,Customer_0221,2025-05-04,2025-05-04,Fire Damage,264468.42,0.0,Under Review,Aisha Mohammed,False,0.37,North,Auto,1500,,24
CLM-0222,POL-553125,Customer_0222,2025-01-03,2024-12-26,Property Damage,239823.34,166135.75,Settled,Lisa Anderson,False,0.08,East,Liability,2000,2025-03-31,87
CLM-0223,POL-837945,Customer_0223,2024-08-10,2024-07-30,Natural Disaster,220480.89,0.0,Pending,Michael Chen,False,0.09,South,Life,0,,25
CLM-0224,POL-653349,Customer_0224,2024-10-25,2024-10-13,Fire Damage,140504.19,0.0,Under Review,David Kim,False,0.27,Central,Property,2500,,16
CLM-0225,POL-939503,Customer_0225,2025-08-11,2025-08-02,Theft,18247.26,0.0,Under Review,Maria Garcia,False,0.33,Central,Auto,1000,,23
CLM-0226,POL-538555,Customer_0226,2024-10-05,2024-09-25,Property Damage,79818.1,0.0,Denied,Thomas Brown,False,0.07,East,Auto,500,2024-11-26,52
CLM-0227,POL-613426,Customer_0227,2024-11-28,2024-11-19,Theft,32139.58,28198.41,Settled,Maria Garcia,False,0.08,West,Property,5000,2024-12-22,24
CLM-0228,POL-629990,Customer_0228,2024-11-23,2024-11-21,Medical Claim,129895.57,127393.36,Approved,Robert Taylor,False,0.33,West,Liability,2000,2025-02-05,74
CLM-0229,POL-402692,Customer_0229,2025-09-02,2025-08-23,Theft,9195.42,7596.88,Settled,Priya Patel,False,0.12,West,Life,0,2025-11-12,71
CLM-0230,POL-668373,Customer_0230,2025-10-21,2025-10-12,Liability,27076.14,0.0,Pending,Sarah Johnson,False,0.22,West,Liability,1000,,12
CLM-0231,POL-560398,Customer_0231,2025-10-03,2025-09-25,Property Damage,77938.69,0.0,Denied,Michael Chen,False,0.15,West,Auto,500,2025-10-17,14
CLM-0232,POL-316995,Customer_0232,2025-03-03,2025-02-28,Fire Damage,258616.69,0.0,Pending,Sarah Johnson,False,0.32,Central,Health,250,,27
CLM-0233,POL-812296,Customer_0233,2025-07-03,2025-06-25,Medical Claim,48886.22,0.0,Denied,Michael Chen,False,0.11,Central,Liability,2000,2025-09-09,68
CLM-0234,POL-845951,Customer_0234,2024-11-28,2024-11-16,Fire Damage,348813.32,0.0,Under Review,David Kim,False,0.06,West,Auto,500,,5
CLM-0235,POL-764406,Customer_0235,2025-03-23,2025-03-11,Fire Damage,237308.83,0.0,Denied,Michael Chen,False,0.16,West,Life,0,2025-04-04,12
CLM-0236,POL-866437,Customer_0236,2025-08-25,2025-08-17,Liability,190299.55,139092.93,Settled,Robert Taylor,False,0.34,East,Health,250,2025-09-08,14
CLM-0237,POL-454161,Customer_0237,2025-07-15,2025-07-02,Auto Collision,72673.39,0.0,Denied,Aisha Mohammed,False,0.14,Central,Life,0,2025-08-23,39
CLM-0238,POL-562721,Customer_0238,2024-11-20,2024-11-11,Fire Damage,32688.03,27800.25,Approved,Robert Taylor,True,0.97,West,Health,500,2024-12-13,23
CLM-0239,POL-489906,Customer_0239,2024-07-07,2024-07-01,Property Damage,219233.73,0.0,Denied,Priya Patel,False,0.15,South,Health,500,2024-07-20,13
CLM-0240,POL-337178,Customer_0240,2024-08-29,2024-08-23,Liability,132819.62,117077.73,Settled,Aisha Mohammed,False,0.04,East,Property,1000,2024-11-15,78
CLM-0241,POL-208214,Customer_0241,2025-09-29,2025-09-29,Auto Collision,52664.26,41661.65,Settled,David Kim,False,0.29,East,Auto,500,2025-10-15,16
CLM-0242,POL-781595,Customer_0242,2025-07-26,2025-07-12,Medical Claim,96415.63,0.0,Denied,Priya Patel,True,0.84,South,Life,0,2025-10-15,81
CLM-0243,POL-718213,Customer_0243,2025-09-29,2025-09-24,Liability,125134.82,97223.94,Settled,Lisa Anderson,False,0.05,South,Property,1000,2025-10-17,18
CLM-0244,POL-398761,Customer_0244,2025-07-01,2025-06-25,Medical Claim,96870.77,0.0,Under Review,Sarah Johnson,False,0.24,South,Property,1000,,20
CLM-0245,POL-618927,Customer_0245,2025-05-08,2025-05-05,Natural Disaster,376443.38,0.0,Denied,Lisa Anderson,False,0.32,Central,Liability,2000,2025-06-10,33
CLM-0246,POL-505629,Customer_0246,2024-10-27,2024-10-24,Theft,44547.5,0.0,Pending,Thomas Brown,False,0.37,Central,Auto,500,,5
CLM-0247,POL-631219,Customer_0247,2025-09-09,2025-09-04,Natural Disaster,18177.81,11397.72,Approved,Maria Garcia,False,0.37,South,Life,0,2025-11-01,53
CLM-0248,POL-313068,Customer_0248,2025-12-08,2025-11-26,Theft,32386.33,26396.87,Approved,Priya Patel,False,0.13,West,Life,0,2026-02-14,68
CLM-0249,POL-575394,Customer_0249,2025-06-06,2025-05-31,Natural Disaster,367679.6,345099.38,Settled,Thomas Brown,False,0.37,North,Health,250,2025-06-23,17
CLM-0250,POL-921021,Customer_0250,2024-08-30,2024-08-26,Liability,143040.62,125961.55,Approved,Maria Garcia,False,0.15,South,Auto,500,2024-11-07,69
CLM-0251,POL-758015,Customer_0251,2024-12-23,2024-12-18,Property Damage,87077.7,67200.46,Approved,Michael Chen,True,0.89,East,Auto,1500,2025-03-09,76
CLM-0252,POL-806866,Customer_0252,2025-11-28,2025-11-21,Natural Disaster,431086.29,287427.89,Settled,Michael Chen,False,0.05,East,Auto,500,2026-02-12,76
CLM-0253,POL-679720,Customer_0253,2025-03-02,2025-02-19,Natural Disaster,129830.21,102397.84,Approved,Lisa Anderson,False,0.08,North,Auto,1000,2025-03-09,7
CLM-0254,POL-155230,Customer_0254,2025-02-20,2025-02-15,Property Damage,207369.26,0.0,Under Review,Priya Patel,False,0.21,West,Health,1000,,29
CLM-0255,POL-486839,Customer_0255,2025-02-26,2025-02-14,Natural Disaster,439725.71,416162.08,Approved,James Wilson,False,0.23,North,Life,0,2025-03-02,4
CLM-0256,POL-897423,Customer_0256,2025-05-04,2025-04-25,Fire Damage,193611.78,0.0,Denied,James Wilson,False,0.31,East,Liability,2000,2025-07-15,72
CLM-0257,POL-895794,Customer_0257,2024-12-02,2024-12-02,Theft,17974.76,0.0,Pending,Lisa Anderson,False,0.38,North,Property,5000,,1
CLM-0258,POL-986575,Customer_0258,2025-05-12,2025-05-11,Property Damage,125547.07,78336.1,Settled,Aisha Mohammed,False,0.05,Central,Property,1000,2025-06-13,32
CLM-0259,POL-695403,Customer_0259,2025-09-07,2025-08-27,Medical Claim,14788.76,0.0,Pending,Sarah Johnson,False,0.16,West,Auto,500,,19
CLM-0260,POL-574751,Customer_0260,2025-09-29,2025-09-19,Property Damage,213473.86,0.0,Under Review,Maria Garcia,False,0.3,South,Health,500,,11
CLM-0261,POL-907756,Customer_0261,2025-02-26,2025-02-25,Property Damage,43075.59,28677.57,Approved,James Wilson,False,0.06,South,Liability,2000,2025-04-15,48
CLM-0262,POL-255528,Customer_0262,2025-10-10,2025-10-06,Theft,8723.15,7627.71,Approved,Michael Chen,False,0.03,East,Auto,1500,2025-11-23,44
CLM-0263,POL-682959,Customer_0263,2025-03-17,2025-03-12,Theft,13748.17,0.0,Under Review,Aisha Mohammed,True,0.79,Central,Auto,500,,15
CLM-0264,POL-819622,Customer_0264,2025-03-14,2025-03-13,Theft,1585.89,1478.29,Approved,Michael Chen,False,0.33,North,Property,1000,2025-05-03,50
CLM-0265,POL-228479,Customer_0265,2025-04-06,2025-03-23,Fire Damage,91133.88,78228.84,Approved,Sarah Johnson,False,0.34,North,Auto,500,2025-05-21,45
CLM-0266,POL-388339,Customer_0266,2025-10-16,2025-10-16,Property Damage,126550.97,95304.49,Settled,Maria Garcia,False,0.09,Central,Life,0,2025-11-11,26
CLM-0267,POL-163941,Customer_0267,2025-10-14,2025-09-30,Property Damage,156159.41,0.0,Pending,Michael Chen,False,0.35,North,Liability,2000,,16
CLM-0268,POL-848023,Customer_0268,2025-04-19,2025-04-13,Property Damage,66041.2,0.0,Pending,David Kim,False,0.4,West,Property,5000,,26
CLM-0269,POL-329659,Customer_0269,2025-11-12,2025-11-04,Fire Damage,208421.4,0.0,Pending,Sarah Johnson,False,0.02,West,Health,500,,20
CLM-0270,POL-352867,Customer_0270,2025-04-14,2025-04-14,Fire Damage,310234.23,0.0,Under Review,Maria Garcia,False,0.05,West,Liability,1000,,22
CLM-0271,POL-873959,Customer_0271,2024-09-08,2024-08-27,Property Damage,234125.48,0.0,Under Review,David Kim,False,0.24,Central,Life,0,,26
CLM-0272,POL-668458,Customer_0272,2024-08-09,2024-07-29,Liability,32709.95,0.0,Pending,Maria Garcia,False,0.33,East,Liability,1000,,16
CLM-0273,POL-311250,Customer_0273,2025-01-03,2024-12-27,Auto Collision,45921.38,0.0,Denied,Priya Patel,False,0.01,North,Auto,500,2025-03-25,81
CLM-0274,POL-176054,Customer_0274,2025-06-25,2025-06-14,Property Damage,41189.44,36324.08,Approved,David Kim,False,0.34,East,Auto,500,2025-08-13,49
CLM-0275,POL-610866,Customer_0275,2025-08-19,2025-08-10,Auto Collision,11960.97,0.0,Under Review,David Kim,False,0.18,East,Health,250,,21
CLM-0276,POL-233534,Customer_0276,2025-01-06,2024-12-26,Natural Disaster,336110.52,0.0,Denied,Priya Patel,False,0.3,Central,Health,250,2025-02-15,40
CLM-0277,POL-247475,Customer_0277,2024-07-13,2024-07-02,Natural Disaster,99220.06,72161.44,Approved,David Kim,False,0.05,West,Liability,1000,2024-09-17,66
CLM-0278,POL-319869,Customer_0278,2024-09-21,2024-09-18,Medical Claim,123338.44,107058.98,Approved,James Wilson,False,0.18,East,Property,5000,2024-10-27,36
CLM-0279,POL-468292,Customer_0279,2024-09-13,2024-09-08,Medical Claim,58197.6,51972.42,Approved,Aisha Mohammed,False,0.2,North,Auto,500,2024-11-03,51
CLM-0280,POL-434198,Customer_0280,2025-07-21,2025-07-20,Fire Damage,77622.76,0.0,Denied,Maria Garcia,False,0.02,West,Liability,1000,2025-07-26,5
CLM-0281,POL-838726,Customer_0281,2024-10-17,2024-10-16,Medical Claim,109931.77,0.0,Denied,Sarah Johnson,False,0.39,South,Life,0,2024-12-20,64
CLM-0282,POL-857111,Customer_0282,2025-09-25,2025-09-15,Property Damage,18121.16,0.0,Denied,Aisha Mohammed,False,0.08,Central,Life,0,2025-12-07,73
CLM-0283,POL-191884,Customer_0283,2025-04-08,2025-03-29,Medical Claim,7920.5,6563.78,Approved,Maria Garcia,False,0.15,East,Property,2500,2025-06-04,57
CLM-0284,POL-593821,Customer_0284,2025-11-07,2025-11-04,Auto Collision,48587.92,0.0,Denied,Robert Taylor,False,0.06,North,Property,1000,2025-12-30,53
CLM-0285,POL-561101,Customer_0285,2025-03-30,2025-03-29,Liability,77349.0,0.0,Denied,Robert Taylor,False,0.18,Central,Life,0,2025-05-05,36
CLM-0286,POL-534096,Customer_0286,2025-03-30,2025-03-27,Fire Damage,73185.31,64299.76,Approved,Thomas Brown,False,0.14,East,Liability,1000,2025-06-10,72
CLM-0287,POL-182790,Customer_0287,2025-02-26,2025-02-18,Auto Collision,72490.82,63416.94,Settled,Lisa Anderson,False,0.1,West,Liability,2000,2025-04-08,41
CLM-0288,POL-947732,Customer_0288,2024-08-13,2024-08-05,Natural Disaster,82249.35,0.0,Pending,James Wilson,False,0.39,Central,Liability,2000,,7
CLM-0289,POL-191254,Customer_0289,2024-11-07,2024-11-07,Theft,49866.19,0.0,Denied,Lisa Anderson,False,0.11,North,Life,0,2024-11-18,11
CLM-0290,POL-716493,Customer_0290,2025-08-19,2025-08-11,Medical Claim,137615.71,83250.01,Settled,Thomas Brown,False,0.07,East,Liability,2000,2025-11-02,75
CLM-0291,POL-609172,Customer_0291,2024-10-25,2024-10-11,Auto Collision,65325.69,0.0,Under Review,Thomas Brown,False,0.11,Central,Auto,1000,,21
CLM-0292,POL-824056,Customer_0292,2025-10-28,2025-10-28,Property Damage,156469.9,0.0,Denied,James Wilson,True,0.95,East,Life,0,2025-12-12,45
CLM-0293,POL-202988,Customer_0293,2024-08-31,2024-08-20,Theft,17555.44,16106.43,Approved,James Wilson,False,0.2,East,Health,500,2024-11-29,90
CLM-0294,POL-963994,Customer_0294,2024-11-19,2024-11-15,Liability,147115.89,0.0,Under Review,Lisa Anderson,False,0.08,West,Health,1000,,7
CLM-0295,POL-918430,Customer_0295,2025-11-21,2025-11-09,Natural Disaster,397830.29,0.0,Pending,Aisha Mohammed,False,0.21,East,Auto,500,,5
CLM-0296,POL-486244,Customer_0296,2024-08-01,2024-07-30,Property Damage,13102.41,0.0,Denied,Robert Taylor,False,0.28,South,Auto,500,2024-09-08,38
CLM-0297,POL-715388,Customer_0297,2025-12-06,2025-11-30,Liability,77631.02,0.0,Denied,Aisha Mohammed,False,0.38,North,Auto,1500,2026-02-07,63
CLM-0298,POL-998746,Customer_0298,2025-06-29,2025-06-24,Property Damage,11725.37,0.0,Under Review,James Wilson,False,0.23,East,Auto,500,,7
CLM-0299,POL-730343,Customer_0299,2025-02-26,2025-02-16,Property Damage,9912.83,0.0,Pending,Sarah Johnson,False,0.06,East,Life,0,,6
CLM-0300,POL-645928,Customer_0300,2025-02-19,2025-02-15,Natural Disaster,448786.66,422144.2,Settled,Thomas Brown,False,0.19,East,Health,500,2025-05-19,89
CLM-0301,POL-452618,Customer_0301,2025-08-20,2025-08-11,Auto Collision,42986.37,0.0,Under Review,Maria Garcia,False,0.05,North,Liability,2000,,3
CLM-0302,POL-523727,Customer_0302,2025-06-11,2025-05-29,Medical Claim,22914.43,0.0,Denied,David Kim,False,0.32,East,Health,250,2025-08-29,79
CLM-0303,POL-699829,Customer_0303,2024-12-02,2024-11-21,Auto Collision,68204.54,0.0,Under Review,James Wilson,False,0.02,West,Health,500,,23
CLM-0304,POL-289934,Customer_0304,2025-06-28,2025-06-17,Liability,181772.67,157914.53,Settled,Maria Garcia,False,0.34,South,Liability,2000,2025-09-10,74
CLM-0305,POL-880360,Customer_0305,2024-10-15,2024-10-08,Property Damage,236996.23,0.0,Denied,Maria Garcia,False,0.1,East,Liability,2000,2024-11-15,31
CLM-0306,POL-708502,Customer_0306,2025-09-16,2025-09-04,Medical Claim,44460.64,0.0,Pending,Thomas Brown,False,0.35,East,Health,250,,19
CLM-0307,POL-697062,Customer_0307,2024-09-18,2024-09-11,Property Damage,134810.43,103162.72,Settled,Robert Taylor,False,0.09,Central,Auto,500,2024-11-12,55
CLM-0308,POL-319553,Customer_0308,2024-11-29,2024-11-24,Fire Damage,143062.34,142297.84,Settled,Priya Patel,False,0.01,South,Auto,1000,2025-01-06,38
CLM-0309,POL-104895,Customer_0309,2024-12-17,2024-12-10,Fire Damage,181978.89,0.0,Pending,Sarah Johnson,False,0.39,North,Property,2500,,13
CLM-0310,POL-827213,Customer_0310,2025-02-01,2025-01-21,Medical Claim,28991.22,0.0,Pending,David Kim,True,0.9,North,Health,1000,,8
CLM-0311,POL-578073,Customer_0311,2025-05-18,2025-05-16,Auto Collision,24346.4,0.0,Pending,Aisha Mohammed,False,0.13,West,Liability,1000,,10
CLM-0312,POL-321449,Customer_0312,2025-12-24,2025-12-19,Theft,18603.29,12564.11,Settled,Sarah Johnson,True,0.73,South,Health,500,2026-01-12,19
CLM-0313,POL-794125,Customer_0313,2025-12-01,2025-11-29,Auto Collision,65987.72,46344.21,Settled,Michael Chen,False,0.24,East,Auto,1500,2025-12-10,9
CLM-0314,POL-760929,Customer_0314,2024-07-21,2024-07-21,Liability,79149.48,64816.53,Settled,Sarah Johnson,False,0.09,North,Life,0,2024-10-19,90
CLM-0315,POL-853681,Customer_0315,2025-05-11,2025-05-05,Liability,126445.57,0.0,Under Review,Thomas Brown,False,0.36,North,Liability,1000,,17
CLM-0316,POL-837606,Customer_0316,2024-11-02,2024-10-29,Auto Collision,46457.13,0.0,Denied,Lisa Anderson,False,0.39,North,Life,0,2024-12-20,48
CLM-0317,POL-193326,Customer_0317,2025-05-01,2025-04-29,Auto Collision,52238.89,0.0,Denied,Michael Chen,False,0.01,Central,Life,0,2025-07-28,88
CLM-0318,POL-152512,Customer_0318,2025-11-20,2025-11-18,Auto Collision,68048.9,58367.9,Approved,Michael Chen,False,0.13,Central,Auto,1000,2026-01-21,62
CLM-0319,POL-110142,Customer_0319,2025-01-08,2024-12-26,Auto Collision,33097.65,0.0,Under Review,Priya Patel,False,0.31,East,Health,250,,2
CLM-0320,POL-520245,Customer_0320,2024-12-27,2024-12-22,Medical Claim,131832.09,0.0,Under Review,Lisa Anderson,False,0.14,West,Liability,1000,,4
CLM-0321,POL-208751,Customer_0321,2025-10-15,2025-10-11,Fire Damage,264805.9,243294.08,Settled,Lisa Anderson,False,0.29,West,Life,0,2025-11-07,23
CLM-0322,POL-979269,Customer_0322,2025-11-19,2025-11-07,Natural Disaster,196077.88,0.0,Pending,Priya Patel,False,0.35,West,Property,2500,,29
CLM-0323,POL-904812,Customer_0323,2025-11-21,2025-11-07,Theft,3252.64,2291.96,Settled,Thomas Brown,True,0.95,North,Life,0,2026-01-30,70
CLM-0324,POL-462544,Customer_0324,2025-02-25,2025-02-15,Fire Damage,279973.03,0.0,Pending,Lisa Anderson,False,0.29,East,Liability,1000,,16
CLM-0325,POL-887931,Customer_0325,2024-12-13,2024-11-30,Fire Damage,19483.27,18971.81,Approved,Robert Taylor,False,0.35,Central,Liability,2000,2024-12-25,12
CLM-0326,POL-581395,Customer_0326,2025-05-28,2025-05-25,Medical Claim,33794.63,0.0,Pending,Robert Taylor,False,0.33,East,Auto,1500,,3
CLM-0327,POL-532368,Customer_0327,2025-10-03,2025-10-02,Fire Damage,60702.14,0.0,Under Review,Sarah Johnson,False,0.02,West,Life,0,,13
CLM-0328,POL-480992,Customer_0328,2024-07-14,2024-07-01,Auto Collision,66978.1,0.0,Under Review,Sarah Johnson,False,0.19,Central,Liability,1000,,11
CLM-0329,POL-790917,Customer_0329,2025-02-27,2025-02-14,Theft,30397.61,0.0,Pending,James Wilson,False,0.05,East,Liability,2000,,25
CLM-0330,POL-961760,Customer_0330,2024-07-08,2024-07-03,Medical Claim,56396.61,0.0,Pending,Lisa Anderson,True,0.71,East,Liability,1000,,5
CLM-0331,POL-213000,Customer_0331,2024-10-22,2024-10-18,Natural Disaster,465805.97,352688.99,Approved,Lisa Anderson,False,0.08,South,Property,2500,2024-12-07,46
CLM-0332,POL-871976,Customer_0332,2024-08-31,2024-08-17,Liability,94190.64,78717.61,Settled,Sarah Johnson,False,0.2,Central,Auto,1500,2024-11-09,70
CLM-0333,POL-789461,Customer_0333,2025-09-30,2025-09-17,Natural Disaster,348990.68,0.0,Denied,Thomas Brown,False,0.06,West,Liability,1000,2025-11-21,52
CLM-0334,POL-244892,Customer_0334,2025-06-03,2025-05-26,Theft,14406.2,0.0,Denied,Lisa Anderson,False,0.19,West,Liability,2000,2025-06-23,20
CLM-0335,POL-462066,Customer_0335,2025-12-11,2025-12-07,Fire Damage,258544.56,0.0,Pending,Priya Patel,False,0.29,Central,Health,250,,22
CLM-0336,POL-806995,Customer_0336,2025-01-07,2024-12-30,Natural Disaster,285517.3,0.0,Under Review,Aisha Mohammed,False,0.27,East,Auto,1500,,14
